season,vcaseid,no,outtrip_no,vq21,vq21a,vq22,vq22_1,vq23_1,vq23_2,vq23_3,vq23_4,vq23_5,vq23_6,vq23_7,vq23_8,vq23_9,vq23_10,vq24,vq25a,vq25a1_1,vq25a1_2,vq25b,vq26,vq26a_1,vq26a_2,vq26a_3,vq26a_4,vq26a_5,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq29,vq29a,vq29b,vq29b1_1,vq29b1_2,vq29b1_3,vq29b1_4,vq29b1_5,vq29c,vq29d,vq29e,vq29e1_1,vq29e1_2,vq29e1_3,vq29e1_4,vq29e1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
1,96111623,5388,76,8,7,1,1,5,6, , , , , , , , ,1,2, , ,7,1,1,2,3, , ,1,6, , , , ,2, , , , ,8,6,1, , , , , ,9,88,1, , , , , ,11,5,13,2,6,1,2,.549678
2,96107076,6262,765,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,1,3, , , ,1,1, , , , ,2, , , , ,8,6,1, , , , , ,10,9,1, , , , , ,6,5,4,2,8,1,1,1.125862
2,97121681,10587,1363,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,88,4,1, , , , , ,11,2,11,2,2,2,2,.442329
2,97200204,10645,1372,5,4,1,1,9, , , , , , , , , ,1,2, , ,7,1,4, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,1,13,1, , , , , ,10,5,13,2,10,9,1,.513607
3,98100140,14801,1977,5,4,1,1,8, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,11,1,1, , , , , ,8,3,7,2,6,10,1,.743441
3,98102794,14951,1995,5,4,1,1,5, , , , , , , , , ,1,3, ,1,7,1,1, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,5,8,1, , , , , ,6,6,4,2,7,1,2,.632236
4,96100830,18132,2438,8,7,1,2,2, , , , , , , , , ,1,3, ,2,7,2,2, , , , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,1,5,1, , , , , ,10,5,13,2,7,1,1,.476503
4,99114025,21231,2860,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2, , , , ,8,6,1, , , , , ,1,9,1, , , , , ,9,6,2,2,10,2,1,.463518
4,99122367,21658,2925,6,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2, , , , ,8,6,7,1, , , , ,1,1,1, , , , , ,4,5,9,1,6,2,2,1.427197
1,96170043,1003,396,5,4,1,1,9, , , , , , , , , ,1,3, ,1,7,1,4,5, , , ,1,1, , , , ,2, , , , ,8,5,1, , , , , ,8,1,1, , , , , ,11,3,13,2,7,2,1,.505605
2,96122948,6672,832,7,6,1,2,12, , , , , , , , , ,1,3, ,2,7,3,6, , , , ,1,3,4,5, , ,2, , , , ,8,5,5,2,3,5, , ,11,3,1, , , , , ,6,5,1,2,9,1,1,1.476026
4,96244167,20268,2735,6,5,1,1,9, , , , , , , , , ,1,3, ,2,7,3,1,2,3,4, ,1,2,4,5,6, ,2, , , , ,8,5,4,3,5, , , ,1,8,1, , , , , ,9,5,5,2,8,5,2,.531353
3,98229937,17904,2404,5,4,1,2,13, , , , , , , , , ,1,3, ,2,7,1,2, , , , ,2, , , , , ,2, , , , ,8,4,1, , , , , ,1,4,1, , , , , ,11,3,13,2,7,4,1,.373086
1,96110543,979,68,7,6,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,8,0,14,65, , , , ,9,5,1, , , , , ,5,3,4,1,8,2,1,1.762782
1,96122023,5166,137,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2, , , , ,8,0,1, , , , , ,9,5,1, , , , , ,6,5,4,2,8,1,1,.976438
1,96129367,5243,182,20,19,1,2,2,12, , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2, , , , ,2, , , , ,8,0,1, , , , , ,9,6,1, , , , , ,9,4,13,2,7,1,1,1.08591
1,96131105,957,191,8,7,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,1,4,6, , ,2, , , , ,8,0,1, , , , , ,1,1,1, , , , , ,6,5,3,2,8,2,1,1.249029
1,96132014,2509,198,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,5,8,1, , , , , ,10,4,13,2,4,4,1,.509878
1,96153149,4865,312,7,6,1,1,6, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,8,0,2,3, , , , ,9,8,1, , , , , ,8,5,11,2,1,3,2,.626503
1,96164986,922,365,5,4,1,1,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,9,3,1, , , , , ,8,5,11,2,8,2,2,.493083
1,96170125,4777,398,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,4, , , , , ,1,2,3,4,5,6,2, , , , ,8,0,1, , , , , ,7,5,1, , , , , ,2,5,14,1,3,3,2,2.094899
1,96251372,316,696,7,6,1,1,8, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,4, , ,2, , , , ,8,0,12,1,3,5, , ,6,10,1, , , , , ,6,5,3,1,7,6,1,1.246221
1,96255004,3288,715,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,4, , , , , ,1,4, , , , ,2, , , , ,8,0,1, , , , , ,4,11,1, , , , , ,7,4,9,2,8,13,1,.798627
2,96121444,6631,829,9,8,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6,7, ,2, , , , ,8,0,1, , , , , ,8,6,1, , , , , ,6,5,11,2,3,2,2,.885056
2,96221937,8530,1097,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,9,10,1, , , , , ,10,6,13,2,5,14,1,.526387
2,97115144,10269,1319,8,7,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,8,14,1, , , , , ,9,3,13,1,1,10,2,.461165
2,97202358,10768,1393,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,4, , , , , ,2, , , , , ,2, , , , ,8,0,1, , , , , ,7,9,1, , , , , ,4,5,4,1,6,4,1,1.28444
3,96106094,12230,1592,4,3,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,8,0,1, , , , , ,5,7,1, , , , , ,9,5,3,2,9,2,1,.83371
3,96156150,13188,1749,4,3,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2, , , ,2, , , , ,8,0,1, , , , , ,7,3,1, , , , , ,9,4,13,2,8,1,2,.576151
3,96250174,14616,1952,5,4,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,3, , , , ,2, , , , ,8,0,1, , , , , ,9,7,1, , , , , ,9,5,13,2,4,19,2,.317881
3,98107667,15195,2025,3,2,1,1,3, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,8,0,1, , , , , ,9,7,1, , , , , ,6,4,6,1,6,2,2,.872762
3,98228030,17809,2391,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6,7, ,2, , , , ,8,0,1, , , , , ,7,8,1, , , , , ,4,5,9,1,8,4,1,1.437551
4,96170466,19301,2612,3,2,1,2,1, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,8,0,1, , , , , ,3,6,1, , , , , ,10,5,11,2,7,2,2,1.069486
1,96171914,4765,407,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,1,1, , , , , ,11,2,11,2,3,3,2,.430831
1,96229895,4026,598,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,7,6,6,1, , , , ,1,9,1, , , , , ,8,4,1,2,9,9,1,.786754
1,96241891,4043,666,6,5,1,1,5, , , , , , , , , ,1,2, , ,7,1,1,2,3,5, ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,7,1, , , , , ,6,6,3,1,8,9,2,.768402
1,96253696,3445,709,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2, , , , ,7,6,4,1,2,5, , ,9,1,1, , , , , ,9,4,11,2,7,12,2,.403856
2,96128354,6827,855,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,7,7,1, , , , , ,10,1,13,2,3,2,1,.536518
2,96147853,7302,926,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,88,1,1, , , , , ,11,1,13,2,6,3,2,.426187
2,96218451,8435,1087,5,4,1,1,2, , , , , , , , , ,1,3, ,2,7,3,1,2,3, , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,9,4,1, , , , , ,10,4,11,2,2,11,2,.378363
2,97102593,9645,1225,4,3,1,1,12, , , , , , , , , ,1,1,5, ,7,1,1,5, , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,8,9,1, , , , , ,9,3,13,4,5,1,2,.616644
2,97117249,10384,1330,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,5,1,1, , , , , ,11,1,13,2,6,18,1,.52548
2,97210793,11209,1446,5,4,1,1,13, , , , , , , , , ,1,2, , ,7,1,3, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,8,1,1, , , , , ,4,5,3,1,9,4,2,.812486
3,98211609,16881,2256,6,5,1,2,9, , , , , , , , , ,1,3, ,2,7,3,2,3, , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,9,9,1, , , , , ,10,1,4,2,6,4,2,.493706
4,96235299,20095,2719,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,1,2,3,4,5,2, , , , , ,2, , , , ,7,6,8,1,2, , , ,7,2,1, , , , , ,9,2,13,2,5,6,2,.442403
4,99121269,21598,2917,8,7,1,2,2, , , , , , , , , ,1,3, ,2,7,2,2, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,1,1, , , , , ,9,3,13,2,9,1,2,.532119
4,99231793,23758,3211,6,5,1,1,4, , , , , , , , , ,1,3, ,2,7,1,2, , , , ,2, , , , , ,2, , , , ,7,6,1, , , , , ,1,9,1, , , , , ,8,4,11,2,3,4,2,.655622
1,96140432,3783,248,4,3,1,1,12, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,1,1,1, , , , , ,11,4,11,4,6,10,2,.675701
1,96166287,5893,372,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,1,2,3,4, ,2, , , , , ,2, , , , ,7,5,1, , , , , ,5,4,1, , , , , ,11,3,13,2,2,1,2,.431053
1,96218451,3693,541,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,9,9,1, , , , , ,10,4,11,2,1,11,2,.403795
2,96149914,7357,937,7,6,1,1,2, , , , , , , , , ,1,3, ,2,7,3,3, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,9,10,1, , , , , ,10,3,11,2,6,4,2,.499843
3,96231809,14240,1909,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,1,9,1, , , , , ,8,3,11,2,5,6,2,.48702
3,98108394,15244,2033,5,4,1,2,13, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,1,1,1, , , , , ,10,1,13,2,5,1,2,.345249
4,96117823,18445,2475,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,2,3, , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,9,5,1, , , , , ,11,3,13,2,6,1,2,.443962
4,99125430,21806,2943,8,7,1,2,2, , , , , , , , , ,1,3, ,2,7,2,2, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,1,1,1, , , , , ,11,3,13,2,7,1,1,.472641
4,99208669,22622,3053,5,4,1,2,9, , , , , , , , , ,1,2, , ,7,1,4, , , , ,2, , , , , ,2, , , , ,7,5,1, , , , , ,1,2,1, , , , , ,11,1,13,2,5,6,1,.392953
4,99236916,24002,3241,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,1,6, , , , ,2, , , , ,7,5,1, , , , , ,1,9,1, , , , , ,8,4,5,1,7,4,2,.513089
1,96227884,168,590,5,4,2, ,12, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,7,4,1, , , , , ,88,88,1, , , , , ,10,3,8,2,8,6,2,.402621
3,96119790,12491,1644,6,5,1,1,9, , , , , , , , , ,1,3, ,2,7,1,1,3,4, , ,2, , , , , ,2, , , , ,7,4,1, , , , , ,8,9,1, , , , , ,6,4,5,2,6,1,2,.947542
1,96121619,3716,133,14,13,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,4,1,2,3,5, ,5,11,1, , , , , ,6,6,1,2,9,10,2,.857574
1,96165857,4377,370,6,5,1,1,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,5,6,2, , , , ,7,0,2,3, , , , ,9,8,1, , , , , ,10,5,13,2,8,3,2,.512717
1,96246009,306,677,11,10,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,10,1,2,5, , ,9,6,1, , , , , ,6,5,4,1,7,6,2,.858079
1,96253766,3676,711,5,4,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2, , , , ,7,0,1, , , , , ,9,10,1, , , , , ,3,5,12,1,3,11,1,1.364731
2,96129495,6854,858,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,7,0,1, , , , , ,1,3,1, , , , , ,10,4,13,2,3,1,1,.526279
2,97117800,10409,1334,5,4,1,1,5, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2, , , , ,7,0,1, , , , , ,9,7,1, , , , , ,4,6,5,1,7,1,2,.831345
2,97118121,10419,1337,4,3,1,1,6, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2, , , , ,7,0,1, , , , , ,7,1,1, , , , , ,5,5,4,1,7,2,1,2.921477
2,97200392,10657,1375,6,5,1,2,13, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,1, , , , , ,9,9,1, , , , , ,4,5,5,1,7,4,2,1.065184
3,96120857,12512,1649,5,4,1,2,13, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,7,0,2,3,5, , , ,1,7,1, , , , , ,4,6,3,1,9,2,2,1.114927
3,96128286,12674,1670,21,20,1,1,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2, , , , ,2, , , , ,7,0,1, , , , , ,9,3,1, , , , , ,10,5,13,2,5,1,1,.736326
3,98122376,15959,2132,6,5,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,4,6, , ,2, , , , ,7,0,1, , , , , ,7,4,1, , , , , ,7,3,4,2,7,1,1,1.19317
3,98220469,17427,2337,7,6,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,3,4,6,2, , , , ,7,0,1, , , , , ,5,11,1, , , , , ,6,6,3,2,9,15,1,1.572771
3,98234432,18109,2434,4,3,1,1,6, , , , , , , , , ,1,1,5, ,7,4, , , , , ,1,2,4,6, , ,2, , , , ,7,0,3,1, , , , ,2,6,1, , , , , ,6,4,1,2,5,4,2,.995
4,96169609,19291,2608,7,6,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,5,6,2, , , , ,7,0,1, , , , , ,1,4,1, , , , , ,8,5,13,2,4,3,2,.653195
4,99121795,21627,2921,7,6,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,7,0,1, , , , , ,1,4,1, , , , , ,4,6,5,1,6,2,2,1.823663
4,99129176,21945,2966,7,6,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,7,0,12,1,2,3,4, ,1,11,1, , , , , ,6,6,5,2,8,1,2,1.23353
4,99206681,22514,3032,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,3,4,6,2, , , , ,7,0,2,1,5, , , ,4,6,1, , , , , ,6,3,5,1,6,5,1,1.158631
1,96158342,1143,335,5,4,1,1,5, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,9,1,1, , , , , ,7,4,5,2,6,2,2,.493083
3,96136895,12826,1695,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,11,3,11,4,5,4,2,.331401
3,96139474,12877,1707,5,4,1,2,12, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,1,1,2,4, , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,11,5,13,2,7,4,1,.373086
3,96219771,13974,1869,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,2, , , , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,9,2,11,2,1,19,2,.317881
3,96236228,14350,1917,8,7,1,1,2, , , , , , , , , ,1,3, ,2,7,2,4, , , , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,11,5,1, , , , , ,11,3,11,2,2,6,2,.524216
4,96151594,19012,2566,5,4,1,1,5, , , , , , , , , ,1,3, ,2,7,1,2,3,6, , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,11,2,13,2,8,3,1,.367971
4,99115497,21313,2876,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,3,4, , , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,10,1,1, , , , , ,10,3,2,3,9,1,1,.372911
4,99203734,22345,3007,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2, , , , ,6,6,1, , , , , ,1,1,1, , , , , ,10,2,13,2,2,5,1,.372374
1,96119693,5181,120,5,4,1,2,6, , , , , , , , , ,1,2, , ,7,1,1,5, , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,1,5,1, , , , , ,6,5,3,2,8,1,1,.976438
1,96169086,5648,388,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,4,7,1, , , , , ,10,2,10,2,5,1,2,.402276
1,96222692,3165,568,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,6,5,2,3, , , , ,1,7,1, , , , , ,6,4,5,1,6,14,2,.612369
2,96101599,6099,745,5,4,1,1,7, , , , , , , , , ,1,3, ,2,7,2,3, , , , ,2, , , , , ,2, , , , ,6,5,5,2, , , , ,1,8,1, , , , , ,4,5,3,2,8,1,1,1.314253
2,96237656,8973,1153,5,4,3, ,2, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,1,1,1, , , , , ,11,1,13,2,4,22,1,.03881
3,96107501,12258,1599,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,1,3,1, , , , , ,7,6,4,1,9,2,2,.509369
3,98231946,17984,2417,5,4,1,1,5,6, , , , , , , , ,1,3, ,2,7,1,1,3, , , ,1,1,6, , , ,2, , , , ,6,5,6,1, , , , ,1,6,1, , , , , ,7,3,9,2,7,8,1,.802831
4,96175095,19364,2620,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2, , , , ,6,5,1, , , , , ,1,2,1, , , , , ,7,3,12,3,5,4,1,.654426
4,99102332,20643,2789,5,4,1,2,9, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,1,1,2,3,4,6,5,1, , , , , ,1,8,1, , , , , ,8,4,3,2,8,3,2,.511189
1,96172179,1983,409,5,4,1,2,4, , , , , , , , , ,1,1,2, ,7,1,5, , , , ,1,1, , , , ,2, , , , ,6,4,1, , , , , ,1,7,1, , , , , ,5,5,3,2,10,4,2,.865308
2,97222894,11788,1524,6,5,1,2,4, , , , , , , , , ,1,3, ,2,7,1,1,2,3, , ,2, , , , , ,2, , , , ,6,4,1, , , , , ,88,88,1, , , , , ,7,3,4,2,7,6,1,1.128066
3,98109457,15306,2047,4,3,1,1,1, , , , , , , , , ,1,2, , ,7,2,3, , , , ,2, , , , , ,2, , , , ,6,4,1, , , , , ,11,4,1, , , , , ,7,5,5,2,5,3,2,.813353
3,98218092,17277,2318,8,7,1,2,2, , , , , , , , , ,1,2, , ,7,3,1, , , , ,1,6, , , , ,2, , , , ,6,2,6,1,3,5, , ,6,10,1, , , , , ,5,5,4,2,5,4,2,1.34257
1,96116684,5350,102,5,4,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2, , , , ,6,0,1, , , , , ,7,4,1, , , , , ,4,5,5,1,7,1,2,.660074
1,96124075,5409,157,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2, , , , ,6,0,1, , , , , ,8,7,1, , , , , ,10,1,13,2,6,1,1,.509325
1,96139239,4585,241,4,3,1,1,6, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2, , , , ,6,0,1, , , , , ,7,3,1, , , , , ,6,6,1,2,6,3,2,.956409
1,96149520,3748,295,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,4, , ,2, , , , ,6,0,1, , , , , ,8,11,1, , , , , ,6,5,3,1,8,10,1,.976702
1,96160127,4365,342,5,4,1,1,12, , , , , , , , , ,1,1,1, ,7,4, , , , , ,1,2,4,7, , ,2, , , , ,6,0,1, , , , , ,6,3,1, , , , , ,5,6,3,1,9,3,1,1.377358
1,96214123,470,506,7,6,1,2,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,6,0,1, , , , , ,1,2,1, , , , , ,5,5,1,1,6,6,2,1.103189
2,96127478,6805,848,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,7, , ,2, , , , ,6,0,1, , , , , ,1,4,1, , , , , ,8,3,5,2,6,3,2,.53482
2,96156744,7513,959,8,7,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,6, , ,2, , , , ,6,0,1, , , , , ,9,4,1, , , , , ,9,5,13,2,5,3,1,.743415
2,96160253,7598,973,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,6,0,1, , , , , ,1,9,1, , , , , ,6,5,1,1,9,1,2,.720337
2,96260097,9477,1203,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,6,0,5,1,2,5, , ,7,2,1, , , , , ,7,5,11,2,5,6,2,.548113
2,97102719,9650,1226,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2, , , , ,6,0,1, , , , , ,10,7,1, , , , , ,8,4,4,2,8,1,1,.854752
3,96121140,12519,1650,5,4,1,1,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,3, , , , ,2, , , , ,6,0,1, , , , , ,6,10,1, , , , , ,6,3,9,2,6,10,2,.590395
3,96169706,13418,1781,8,7,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,3,4,6,2, , , , ,6,0,1, , , , , ,4,3,1, , , , , ,5,6,3,2,10,1,1,2.21846
3,96174224,13486,1798,12,11,1,2,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,6,0,1, , , , , ,1,4,1, , , , , ,8,3,11,2,5,2,2,.573995
3,96211989,13805,1846,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,5,6,2, , , , ,6,0,1, , , , , ,11,6,1, , , , , ,5,5,5,1,6,6,2,1.417018
3,98103317,14985,2002,7,6,1,2,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,4,6,7, ,2, , , , ,6,0,1, , , , , ,88,7,1, , , , , ,1,2,14,1,1,1,2,10.100831
3,98103674,15005,2003,5,4,1,1,6, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2, , , , ,6,0,1, , , , , ,7,2,1, , , , , ,7,5,6,2,7,3,2,.493119
3,98114551,15563,2078,5,4,1,2,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,4,5, , ,2, , , , ,6,0,1, , , , , ,8,5,1, , , , , ,5,5,3,1,8,3,2,.95733
3,98115703,15618,2084,5,4,1,1,12, , , , , , , , , ,1,2, , ,7,4, , , , , ,1,2,3,4, , ,2, , , , ,6,0,1, , , , , ,8,11,1, , , , , ,5,5,1,2,6,10,1,1.382279
3,98127035,16181,2161,4,3,1,2,12, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,6, , , ,2, , , , ,6,0,1, , , , , ,5,5,1, , , , , ,6,6,4,2,8,2,1,1.721904
3,98201299,16334,2183,9,8,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,6, ,2, , , , ,6,0,2,5, , , , ,9,10,1, , , , , ,3,5,5,1,5,9,2,1.837515
3,98212079,16915,2259,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2, , , , ,6,0,1, , , , , ,9,5,1, , , , , ,6,5,5,2,5,5,2,.614503
4,96156150,19091,2579,3,2,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2, , , , ,2, , , , ,6,0,1, , , , , ,6,10,1, , , , , ,9,4,13,2,7,1,2,1.009572
4,96211936,19635,2658,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6,7, ,2, , , , ,6,0,1, , , , , ,4,12,1, , , , , ,6,5,3,2,6,14,2,.990622
4,99119541,21506,2907,7,6,1,2,12, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2, , , , ,6,0,1, , , , , ,9,4,1, , , , , ,8,4,11,2,6,1,2,.656599
1,96203200,4919,454,5,4,2,2,12, , , , , , , , , ,1,2, , ,7,1,2, , , , ,2, , , , , ,2, , , , ,5,5,1, , , , , ,1,2,1, , , , , ,10,5,13,2,7,7,1,.511121
1,96217523,4980,531,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,1, , , , ,2, , , , , ,1,1, , , ,5,5,1, , , , , ,8,11,1, , , , , ,9,3,5,2,4,7,2,.404916
